id,text,is_hate
18242065267267940,Sou fã,False
18046764503127843,"Acho que a bifobia que cabe descrever aqui e que não foi muito bem colocada no vídeo, mas que estou preenchendo com a minha vivência de bi, é que muitas vezes isso não tem a ver com a lésbica escolher não se relacionar com bissexuais, seja lá quais forem os motivos dela, isso é questão de escolha com isso mesmo. Concordo. Mas outra coisa, e essa crítica são para todos os monosexuais (hétero, gays e lésbicas) é que muitas vezes isso é feito com uma questão de preconceito no sentido de soltar comentários de que: bissexuais não vão estar satisfeitos em nenhum relacionamento porque sempre vão sentir falta de algo, sendo que isso é mentira; ou preferem não se relacionar com elas porque elas já tiveram contato com a genitália do gênero oposto e outras coisas que generalizam bissexuais de um jeito ruim, assim como já ouvi que bissexuais são grandes vetores de IST. Essas coisas aumentam o preconceito com bissexuais dentro e fora da comunidade. Muitas vezes a bissexualidade só é lembrada em hor...",False
18051797374654728,Complicada essa ideia de que pessoas tem o dever moral de se relacionar com outras pessoas. Isso viola o principio fundamental do consentimento. Sexo não é um direito natural e quem pensa diferente são pessoas perturbadas e perigosas.,False
18235339996283208,"Em geral kkkk mano, vcs só querem enquadrar qualquer coisa que não te desce em “branco, padrão, cis de direita” e é exatamente isso que torna a luta de quem de fato quer uma mudança sensata em piada",False
18004708391569474,"Pra quem não entendeu, elas estão falando de preconceito com bi. Como no meu caso, que me descobri tarde e uma das primeiras meninas que conversei no tender falou isso: se vc é bi, pq não se relaciona só com homens pq é muito mais fácil. E se vcs não percebem o tamanho do preconceito nesta fala, vcs precisam entender mais sobre sexualidade, porque não é possível. Já a minha esposa é lésbica e SEMPRE se relacionou com bi, por preferir mulheres femininas. Então, existe um abismo entre preferências e preconceitos, mas que poucos enxergam, infelizmente.",False
18002150894559327,Não tive nenhum tipo de experiência boa com bissexuais.,True
18004962659318348,Eu quero,False
17925614132877240,"Existe tbm gays que não se relacionam com homens bissexuais tbm! Já ouvi muito isso, sendo bissexual. E nem vamos falar das mulheres héteros 😂[HASHTAG]",False
18128158933342740,Eu quero,False
17906565056971357,As vezes o amor da vida dessa pessoa é uma Bi e ela nunca vai saber por puro preconceito,False
18040953466869987,Quero!,False
18047416762743230,"e segue adiante muitas das “lésbicas bifobicas” comprovando o que vocês falaram. aprendamos a interpretar melhor um diálogo, ninguém tá falando que ninguém tem direito de escolha e sim que isso ser algo fixo em si determinante para toda uma classe de pessoas parte de um tipo de preconceito.",False
18006766535577838,Que PREGUIÇA!!!!!! PAREM DE PROBLEMATIZAR ASSUNTOS ASSIM. O livre árbitro tá aí pra gnt ESCOLHER SIM com quem ficar. Coisa chata isso gnt! Vão ser felizes!,False
18045688363764831,Eu quero!,False
18029362553041595,Eu quero,False
18136925242330001,Há muita intolerância e fobia entre os próprios LGBT's infelizmente....,False
18024826208507396,👏👏👏👏👏👏👏👏👏👏👏👏,False
17876699268070762,Acho lindo essa democracia sem direito de ficar e fazer o que gosta,False
18037673815905582,"Meu Deus, nem elas se entendem! 😂😂😂😂😂😂😂😂😂😂",True
17967508280732409,Gente.....pessos tem direito de escolhas 🤷‍♀️ apenas,False
17958339320782179,"Eu sou casada com uma bi há 19 anos. Mas, tive outras mulheres bi que me traíram com homens, porque era mais confortável pra elas viverem publicamente na heteronorma. Então, é compreensível que algumas lésbicas não queiram passar por isso. Agora, vocês farão vídeos sobre lésbicas apenas para criticar, ou falarão também do preconceito que elas sofrem, inclusive e principalmente, dentro da comunidade GBT+ ? Depois que GBTs perceberam que podem monetizar com vídeos nas redes, resolveram lacrar e, muitas vezes, pra cima das lésbicas.",False
18032631538966685,"Eu perdi um amigo gay quando ele descobriu q sou bi😢 não tinha nenhuma chance de romance, mas ele achou traição eu ter sido casada e quando fiquei solteira voltei a me relacionar com homens e mulheres. Infelizmente discriminação existe em todo lugar",False
18084756286457797,Uma otima colocaçao. O vale em si tem varios preconceitos,False
18266651062171419,"A norma é que todos queriam se relacionar com todos. Preferências não devem existir pois, do contrário, todos serão preconceituosos e multifóbicos. Assim caminha a humanidade.",False
18027768940898235,"Agora eu não posso escolher c quem euquero me relacionar? Eu não me sinto segura c alguem Bi, estou feliz e continuarei assim... do mesmo jeito q tb não vou me relacionar com uma mulher hetero ...escolhas",False
18235752652269425,Eu quero,False
17889810366042191,Eu quero!!!,False
18066961333536068,"no meu ponto de vista é apenas uma questão de preferência e conforto mesmo. pessoas podem escolher se relacionar com quem tem experiências de vida semelhantes as suas, por N motivos, e esta tudo bem sabe… isso é lesbocentrar. assim como pessoas bis podem querer se relacionar apenas com bis, trans apenas com trans, negros apenas com negros e etc. é sobre dar prioridade a estar com os seus! coisa mais normal do mundo e por muitas vezes saudável! mas por algum motivo sempre querem pegar no pé de lésbicas 🙄",False
18012330245416100,SIM!,False
17921322017919492,Importante demais 👏,False
18004119476599447,Eu amo quando alguém tem coragem de apontar os preconceitos dentro do próprio vale 👏🏽 ser humano e suas incoerências,False
18018275006464560,"Normal, o ser humano busca padrões, é uma questão de sobrevivência.",False
17847980202203923,Isso acaba acontecendo pelo tanto que lésbicas já sofreram com lésbicas confusas por aí….,False
18006560615607885,Importante essa discussão 👏👏👏,False
18009201839433063,É sobre✨,False
18113157610348082,essa é a minha vida 😢,False
18034979615029423,Not Available,False
17887552088982848,Isso mesmo 👏👏👏👏👏👏👏,False
18031168336894021,eu quero,False
18047821519693856,A extrema direita dando pitaco nas gírias gays é o cúmulo. 😮,False
18037347274759534,Amei ❤️❤️❤️❤️❤️,False
17904970799984293,[MENTION] olha só … decolonialidade linguistica 😍❤️,False
18006966677289879,🙌❤️,False
18072052042510531,Eu quero 😍😍,False
18325540948126599,Babado essas respostas 👏👏👏,False
17942237417817885,🔥❤️,False
18030632273030238,Desde de sempre tentaram controlar a gente. O que a gente pode ou não ser ou fazer.,False
18024652739486857,Eu quero! 🔥,False
18081076336473217,Eu quero,False
18025819673166371,Eu quero,False
17950957901688906,Eu querooo,False
18050392798677668,👏👏👏👏 arrasarammmmm VIVAM YS BOYCETAS!!!,False
17938263899836494,Quero! 👏👏👏,False
18032365630845999,Tudo ❤️,False
17929436039783117,"que vídeo, amei! 🙌❤️",False
18447634630018519,🔥❤️,False
18239816332269842,eu quero,False
18007309745280758,Caceta é usada a ânus! Eles já descobriram essa palavra 😂😂😂😂,True
18016417820365742,Adorei!!!,False
18005545235600235,Muito massa!! 🔥,False
18027212051478288,adorei ❤️❤️❤️❤️,False
18016481918365772,Muito bom! 👏👏👏,False
18440618410042286,eu quero,False
18041385679878620,Eu quero!,False
18008729180269219,Na minha questão esta palavra e um com texto usado com aquelas pessoas que tem conscientização de gêneros que leva algo normal como aprendizado de uma forma saldavel e divertida de expressar e como usar sobre uma sociedade de preconceitos em questão de fato e demostrado que se tem e algo natural de gostos,False
17906430503973973,bom demais!,False
18356326705102473,♥️♥️♥️ coisa mais linda brincar com as palavras. Viva a comunidade trans!,False
18045502891787314,[MENTION].kelm meu amigooo 🩷,False
18046837612751077,Maravilhosa nossa escritora trans,False
18125378773360705,👏👏👏❤️❤️,False
18336949360140530,Respeito a identidade boyceta ❤️,False
18084255988420640,Muito bommmm 👏,False
18052377937631410,Isso é coisa de quem não sabe brincar com a língua 😂,True
18033477388987395,Termo chulo e genitalista.,False
18014689664138694,👏👏👏👏👏,False
18130046995353473,👏👏👏,False
17972443787598793,❤️🔥❤️,False
18049765432678733,😍😍😍👏👏👏,False
18072762682503367,❤️❤️❤️❤️❤️,False
18037615375763805,Uau 👏🏽👏🏽👏🏽,False
18333738541186136,😍😍😍😍😍,False
18006508031602035,Eu quero,False
18046836886696618,❤️❤️❤️,False
18043810105835776,Esse vídeo é perfeito.,False
18017747735100377,🔥🔥🔥,False
18003509222549274,👏👏👏😍,False
18022831955328323,Eu quero,False
18052284871630455,"Que delícia de vídeo, amei dar meus pitacos sobre essa discussão 😍",False
18036117784944084,Querooo,False
18109591264384632,eu quero🌸,False
18017793215093319,Quero ✨,False
18315099535145345,Eu quero,False
18021908132236093,"Vejo aqui muitos vídeos de afirmação de identidades e orientação sexual, incluindo um no qual um homem se diz gay com muito orgulho. Mas, não vi nenhum vídeo falando sobre mulheres lésbicas autênticas (mulheres que gostam APENAS de mulheres) validando com orgulho sua orientação sexual. Mulheres lésbicas subvertem o sistema patriarcal desde sempre, apenas por existirem como pessoas que não querem e não precisam da presença de uma figura masculina em suas vidas.",False
17928301544859876,Eu quero!!,False
18269510032235545,Eu quero,False
18079159513479515,Eu quero,False
18054177055567531,Foi muito importante abordarem a questão da bifobia de mulheres lésbicas. É uma questão que atormenta mulheres bissexuais e é POUQUÍSSIMO discutida. A comunidade que deveria nos acolher é uma das que nos rejeita,False
17980805195539314,Quero,False
17913318521950090,Eu quero,False
17929848881888130,Eu quero,False
17889932352035225,Ei quero,False
17876209215092070,Eu quero!,False
18324924271120871,Querooo,False
18066836275528006,eu querooo,False
18046816660701275,E precisa entender pra respeitar um ser humano? O processo de autoconhecimento e autoaceitação é longo e para muitas e muitos muito dolorido. A meta de vida é ser feliz.,False
17984793056678707,"Minha historia de lesbica pra bi foi bem parecida, entendo 100%",False
18003616070548780,"não entendi mto bem, ela pode sim continuar sendo lésbica e se relacionando com pessoas trans, uma coisa n impede a outra",False
18008190851783751,😂😂😂😂😂😂😂,True
18037399673383942,No final é ginecologista ou urologista,False
17992610507758279,Meu ovo 😂😂,True
18013844264408263,"Boyceta gay essa coisas aí, são a decepção do mundo,🤦🏼",True
18047180921065734,Termo de retardado. Em respeito aos demais.,True
17905899090043423,Boyceta é meu ovo porra,True
17942517005730221,falou falou e falou e eu não entendi boyceta nenhuma,True
18266895943172055,Kkkkkkkkkkkkkkkkkkkkkk,False
18006881879308273,"Boy era e meus ovosssss. Tu é homem e pronto. Agora o que tu gosta aí e outra história. Seu gosto ou escolhe pode ter o nome que quiser sem problema, mas no final de tudo tu é homem pronto. Frescura da peste isso.",True
18069554479523681,"é tão simples. Boyceta= homem com buceta. pronto simples assim, nenhuma novidade para a sigla da comunidade. Se vc sabe o que é uma pessoa trans ( literalmente todo mundo sabe oq é, a menos que seja leigo demais) então, logo vc sabe o que significa o termo "" boyceta"" e não ha nenhuma dificuldade nisso. Parem de fazer birra por algo que é totalmente desnecessário, pois todo mundo ja tem idade suficiente para entender o que significa um termo.",False
18034552204978630,"Não existe isso de boyceta, isso é coisa de alguém que não sabe nem dizer oque é e achou nessa palavra uma maneira de lacrar",True
18032426905841650,Boyceta é minha caceta,True
18036078676795623,"Que cayceta, viu!?",True
18004286642567812,"Mano, entendi o termo boyceta! Não ter problema ou aversão ao órgão genital mas … Como pode ser homem trans (que pra mim deveria só ser “homem” mesmo) e não binário? No literal homem trans é ter um gênero e não binário, é somente ser uma pessoa, sem gênero! Como isso?",False
18051824311588884,Patético…,False
18036478795780872,"Falta do que fazer, criação do diabo isso ai",True
18045047005760997,"Isso não é característica sexual. É uma expressão de fetiche: sou homem trans e tenho bct. É feio, é brega e fora de moda. É o que eu penso. E o que eu penso é o que importa.",True
17996194718438467,Nem todas mulheres ou homens vão ser iguais. Não apoio nem condeno. Mas é possível q a pessoa não seja padrão. Não teremos só loira odonto nem macho alfa,False
18096809638422784,Daqui a pouco aparece os pinceta e os cuceta 😂,True
18062073358561277,"É isso mesmo, todo meu apoio ao artista Júpiter [HASHTAG] 👏🏽👏🏽👏🏽👏🏽👏🏽",False
17895652136943200,"o maior problema que eu vi foi pessoas da própria comunidade que ironizam e fazem piada com outras identidades além de homem/mulher, é insuportável pessoas que sequer sabem o que é ser não binário querendo impor regras e leis em cima de algo completamente fluído, que é o gênero, e independente do termo que é usado pra descrever o a identidade de gênero de alguém, nada vai mudar, as únicas pessoas problematizando a situação são os cis hetero normativos",False
18053735995717598,O Incrível é que esse termo já existe a tantoooo tempo. O povo não deixe os outros serem felizes!,False
18439039048001038,Isso é uma vergonha pra nós seus rediculos,False
18020170268469741,Gente sem hate pergunta ingênua o que é boyceta? O que seria esse tipo de gênero?,False
17996211812450790,"Existem homens e mulheres, o restante é gambiarra do diabo.",True
18023742695328155,✊🏽🩵🩷🤍🩷🩵,False
18006838169302125,"Boyceta é meus ovo, vai trabalhar e para de encher o saco!",True
18044796031766674,Quanto maluco em uma publicação só kkkkkkkkk,False
18013522073162059,"Gente, minha mãe é psicologa do caps, disse que a boyceta fugiu e esta tendo alucinações, fiquem longe, essa doença é transmissível. A polícia já está procurando ela 🙌",True
18044037097831336,O que porra é boyceta? 😂 Eita mundão louco,True
18048827596731691,🏳️‍⚧️Vai pra cima!!!🏳️‍⚧️,False
17855952270146783,Hahahahahahahahahahahaha,False
18080800690476000,"Isso é um Transforme não existe esse negócio de boyceta, ou é mulher ou é mulher que acha que homem ou homem ou homem que se acha mulher 😂😂😂😂",True
18033550441959229,Amei vc! Brilhe mais... S2,False
18031893014057147,"Tá, mas o q é boyceta? Até o presente momento n tem uma explicação plausível e significado atribuído ao termo.",False
18271579882229286,Que b💩sta,True
18050742664660451,"Boyceta é meus ovo, o que tu nao tem",True
18050825473660052,😂😂😂,True
18028846982036753,❤️🏳️‍⚧️,False
18018783851201435,Alguém me explica o que é boyceta? É trans? Qual a diferença,False
18029339258304073,"Kkkkkkkkkkkkkkkk carai, estamos perdidos",False
18079477228472054,😂😂😂😂 antigamente era difícil ser ga. Agora e esse pantinho de Lbgtamabaalansjsvz kkkkk,True
17955648302786044,Total solidariedade a você Ju. Boycetas unidos 💪🏻🤝,False
18035075608795877,"Arrasou, conheci e amei aprender com você 😍",False
18026228690126504,👏👏👏👏👏👏,False
18265316827173078,"mas na moral, sem querer tirar e nada, o q é uma boyceta?",False
18032507239959780,👏👏👏,False
17928730466893171,estou com vcs!,False
18028682582318002,[HASHTAG],False
18022662068179393,👏👏🏳️‍⚧️🏳️‍🌈,False
17966670944735051,"Boyceta não existe, existe só 2 gêneros e variações de yags, tudo gambiarra.",True
17978739770700588,"[MENTION] ... aqui pra te dizer que NINGUÉM NOS CALARÁ, NEM à vc, nem o seu posicionamento, muito menos a sua identidade . POR + PESSOAS COMO VC ... GUERREIRO. EEEHH VC NÃO ESTÁ SÓ... TMJ . Bora informar, esclarecer e colocar em PAUTA assuntos super relevantes como esse de ACEITAÇÃO, NATURALIDADE, LIBERDADE e AMOR. POR NÓS, SOBRE NÓS e a FAVOR DE TDES. ❤️🏳️‍⚧️✊🏼🔥✨️🫡🏳️‍🌈👏🏽",False
17853173859197034,[MENTION],False
18017237228080322,"Porque aquele deputadozinho fez comentários criminosos contra vc, estou aqui te seguindo e vim te apoiar ❤️",False
18436384972000316,Boyceta é só um gatilho pra virar piada na Internet. Apaga isso,True
17844779871223405,As pessoas cis conservadoras nunca deixam pessoas trans em paz e impressionante o quanto eles são desocupados,False
17885157315051068,"Kkkkkkkkk pessoas assim tem que ter acompanhamento não podem tomar decisões, isso foge da realidade! E quem ve coisa imaginaria é o que ? Coisas que não existem ? É louco não tem condições de tomar decisões sérias e discernir o que é real ou mentira",False
17964010028753877,❤️❤️❤️❤️❤️,False
17876487648089865,❤️❤️❤️,False
18307356055158592,Boycetas exitem e continuarão existindo 🔥👋,False
18032299861860227,"Força, companheires! Seguimos juntes! 🩷🩵🏳️‍⚧️🌈🏳️‍🌈",False
18306828499159320,Kkkkkkkkkkkkkkkkkkkkkk,False
18027805654919910,"Termo muito nojento e nos resumi a isso. Tanta luta bonita no início de tudo, pra chegar aqui e ser isso?!? Kkkk Uns caras que querem respeito usando uma bosta de palavras que tá ligada a fetiche? Só abrir sites adultos que logo vemos, somos resumidos a um órgão e foda-se? Por isso que corro pra longe dessa comunidade nos dias de hoje, tem muita luta relevante e outras é um lixo que só",True
18125435752355678,"Eu não aguento mais, NÃO AGUENTO MAIS ver gente TRANS zoando o garoto que usa o termo boyceta. Os cis eu largo de mão mas OS PRÓPRIOS transgêneros estão falando besteira transfobica... Eu NÃO aguento mais, me faz mt mal pq tbm sou não binário.",False
18019940666268767,Viva os Boyceta 👏,False
18079547857484231,Kkkkkkkkkkkkkkk,False
17927336117787064,"Eu acho uma loucura essa galera da LGBTQIAPN+ que não aceita que alguém pode se identificar de outra forma. Cadê a liberdade de ser quem a gente quer ser? Força, Jupi 💜",False
17998981130618280,"Pode detonar Boyceta, mas elae fica! Porque Arte é como ferro, tem que bater pra virar aço! ❤️❤️❤️❤️",False
18034506928823200,"O povo se incomoda muito com a vida dos outros. Quando deixarem as pessoas viverem, será tudo tão melhor!!",False
18017404292093109,Felicidade alheia incomoda muito,False
18010394384200228,"boyceta sim, gostoso pra caralho....no genero que estiver é um tesao [MENTION] ai ai...",False
18026325719477896,"Boyceta é artístico, é estético, define cultura, tendência criativa, descritiva de gênero. Portanto válida e livre.",False
18040259380883522,❤️👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽,False
18291123856167026,Concordo com vc,False
18210528184303227,😂😂😂😂,True
18001881818625444,Tá repreendido satanás,True
18415320826066190,👏👏👏❤️,False
17977234898701544,Não conhecia. Obrigado.,False
18032382178983549,Viva os boycetas ❤️✨,False
18078714451605445,Ainda bem que existe a direita pra combater essas bizarrices… 🤦🏽‍♂️,True
17874938112056156,Q merda.,False
17997714092457574,O tanto de trabalho que o psiquiatra desse povo tem,False
17853971097208057,vai lavar uma louça vai,False
18049208893684404,tá faltando lavar um louça,False
18010772009393798,"kkkkkkkkkkkkkkkkkk q povo esquizofrênico. Quanto mais o tempo passa, mas eu quero me ver livre dessa ""comunidade"" esquizo",False
17912950889952239,"Quero o discurso de ódio que engaja, cadê?",False
18000367379627585,Vai c4g4,False
17968297280617266,Vai carpi um lote,False
18051274768653578,Não são piada e nem orgulho para o povo brasileiro.,False
17925429458906146,Ri di cu lo,False
17943145742718458,E esse bigode maior q o meu,False
18059703721597411,Tem que botar pra bater uma lage um desempregado desse,False
18008513528582141,Meu Deus vcs já não sabem o q ué são! Já está ficando ridículo isso !,False
18008057996260157,❤️❤️,False
18035234434794695,Uma dica pra nao virar piada é nao se valer de um termo chulo para falar sobre algo que já existe. FOcar nos termos guarda-chuva é muito mais importante do que dar pedra pra direita arremessar,False
18016463102462852,É cada termo que o dicionário está ficando louco 😂😂😂,True
18405638521077316,Not Available,False
18070923427467118,😂😂😂😂,True
18034838929986653,"E agora a [MENTION] resolveu aproveitar pra atacar pessoas gênero-fluido e de acordo com ela qualquer um que discordar da opinião dela de que ""gênero-fluido não existe"" é automaticamente cis. Sempre foi difícil, mas agora parece que os ataques vem de todos os lados pra comunidade trans",False
18047300011691446,😂😂😂😂,True
17927114267895056,“Boyceta” kkkkkkkkkkkkkkkkkkkkkkkkkkk os cara tem uma criatividade do caralho mano,False
17844764391221645,Extrema direita ? Acho que a humanidade não sabe oq é boyceta kkkkkkkkk,False
18033316525980449,Jogar uma carteira de trabalho tu sai correndo né,False
17935488155837719,Mas que porr4 é essa? 😂😂😂,True
18050604403655865,porra de boyceta,False
18014700023347189,"Vão procurar um trabalho, falta do que fazer do carai 😂",True
18050506030660530,Boyceta😂😂😂😂😂😂,True
18055944781614638,Aplausos 👏👏👏👏👏👏👏👏,False
18234114112258545,"GIRLPAUS, GIRLPICAS E GIRLPIROCAS TBM EXISTEM! NOS RESPEITEM!!!",False
18010472180212579,😴😴😴😴😴😴😴😴😴😴,True
18037601908925275,Vai capinar um lote cabra sem vergonha,False
17847411174203044,Not Available,False
18025174277168461,Isso faz ridicularizar a classe toda! Doença,False
18264965650172573,😂😂😂😂😂,True
18128639416351694,Sou boypiroka 🔥👏,True
18029007851028569,Vira homem,True
17969628413724406,"Uma pergunta, se tem boycetas também tem girlpenis?",True
17952545606791089,O que é boyceta?,False
18075299485446524,"Vocês saem nas ruas??? Vocês tem família?? Pqp, são fora da realidade",False
18103882009394996,Kkkkkkkkkkkkkkk,False
18268480303238589,Concordo plenamente. É necessário bloquear e deletar.,False
18266375089237107,"pelo jeito hoje você acordou se sentindo uma lapiseira, os grandes poetas perdem pra você, medo de você acordar um uc amanhã e falar mais merda kkkkkkkkkkkkk",True
17862722052151832,👏👏👏 foi extremamente cirúrgico,False
17981594612676960,Belo stand up,False
17869872720064994,"Cara cada vez mais me apavoro pro caminho que essas pessoas tão indo! Caramba é cada besteira que vcs falam, que no final nem vcs próprios se entendem kkkkkk",False
18081808141461863,ovo,False
17917539695927058,Calado é um poeta,False
18040378384881167,🤣🤣🤣🤣,True
18024804482157736,Boyceta é um termo pejorativo e não uma identidade de gênero! Vamo parar de banalizar a comunidade trans né? Francamente já virou piada sim!,False
17972768627715891,Vão procurar o q fazer seus esquisitos,False
18032200379003911,Vergonha da comunidade L.G.B.T,False
18029196242098569,Tudo isso pq não teve pai 😂,True
18044866204793961,O que a falta de um pai faz 😂,True
18022276292013714,😂😂😂😂😂😂😂😂😂😂,True
18031982677860353,"Eu quero muito respeitar quem gosta de usar esse termo pra si, mas eu juro q se meu tio transfóbico vier me chamar de boyceta eu vou ter um ataque 💀💀💀💀",False
17955688394783852,😂😂😂😂,True
18355859575096784,Not Available,False
17910012776953614,Até agora ninguém conseguiu explicar o que é Boyceta,True
18015684872110363,"Cancela a internet... Infelizmente, da voz para esse povo",False
17847282084205602,Vocês tem mto é boysta na cabeça kkk,False
17996687546435222,🤦🏻‍♂️ é cada uma viu,True
18014170754148068,Eu sou boypica amigues 😂😂😂😂😂😂😂😂😂😂,True
18003112400614954,Falou tudo 🔥🔥,False
18041977213850802,👏👏👏👏,False
17999764337344292,"Joga uma carteira de trabalho nesse ""Ser"" é isso que tá faltando uma roça de juquira pra acabar com essa merda.",True
18238835740264984,😂😂😂😂😂,True
17865101448135091,"Kkkkkkkkkkkkkkkkkkkk até quem é de esquerda acha piada, para com essa historinha de ""extrema direita""... 😂😂😂",False
17953148774675949,Isso é uma piada. Com tanto problema pra resolver. As pessoas estão inventando gênero,False
18021213488331039,Orgulho dos pais,False
18009578771522848,Não somos piada,False
18065729563542699,"Eu nunca tinha ouvido esse termo como identidade!! Assim, pessoalmente, acho q a comunidade já tem uma luta tão difícil em mostrar pras pessoas q LGBTQIAPN+ são pessoas inteiras e n apenas um órgão se.xual, q esse termo parece um tiro no pé nesse sentido. PORÉM, se há pessoas q se identificam assim, todo o poder pra elas ✊🏼🔥 fogo no parquinho, mores 🙌",False
17926880216865346,Ninguém é piada para ninguém! Lamentável a situação e criminosa!!!,False
17995291382463316,"Cara, vai estudar, trabalhar. Achar o que fazer.",False
18045520582788817,maravilhose,False
17881096287068730,perfeitamente explicado 👏,False
18031609546854340,🫂❤️‍🩹🫶🏳️‍⚧️,False
18257196034216377,!!!!,False
18017366690081533,Fyyyyy,False
17962838555754052,!!!!,False
17947071353697560,Upupupup,False
18087205510445786,Fyyyyy,False
18047512759689986,Upupupup,False
18119373409334612,Respeita os boycetas!!!,False
18348611167128498,[HASHTAG]✋🌈 [HASHTAG] 👏👏👏👏,False
17967931808735355,O ódio todo só nos anima a produzir mais conteúdo no podcast 🔥 sentiram!,False
18014530754138227,como eh bom ouvir ele né gente,False
18054567322626385,a verdadeira piada é ter que exigir o direito da livre expressão de gênero sem ter que sofrer tanto ódio gratuito em pleno 2024!!! transfobia é crime hein.,False
18074621359495166,"A identidade existe há tempos e é exercida por nós livremente. Agora querem fazer chacota e inventar que isso enfraquece alguma luta? A vida das minorias não enfraquece NENHUMA luta de nenhuma minoria. É a cisnormatividade, é replicar a lógica e o discurso excludente que enfraquece a busca pela garantia de direitos e dignidade de todas as pessoas. Não é porque não é sua identidade que não merece respeito.",False
18046963972686106,O tanto de gæ cis que eu tô vendo fazendo chacota com transmasculino por causa dessa polêmica boba,False
17999855429354389,Transfobia não é piada! É crime,False
18065924287527323,"Isso é inadmissível, usar nossa pauta como pânico moral!",False
18026158085168436,Algoritmo eu te odeio!,False
17971997513606161,Caralhooooo que porcaria 🤣🤣🤣,True
18054676771567198,NOJO,True
18025794124973931,Coisa estranha,False
17889026667025726,Falta de surra 😂😂😂,True
18018644309094234,Ainda bem que obesidade mata né sksksksk,True
